sentence,keyword
What may be the reason for their feelings about the break - up ?,['for']
Who is WordPress designed for ?,['for']
What will happen if you ask Mathew to do a favor for you ?,"['if', 'for']"
What can be done with the craft project after it 's completed ?,['after']
What may be a reason for their hatred towards the venue ?,['for']
What will the narrator do once they are through the drive thru ?,['once']
What has been happening to the Bengals before they make the effort,['before']
What may happen if his playmaking abilities do not transfer to the NFL ?,['if']
How would you describe the style or tone of this passage ?,['or']
"When Mischa and Diego got together , how could it best be described ?",['and']
What may happen after going to class ?,['after']
what may be some plausible fact about me and my ruminating thoughts ?,['and']
What might Emily do after they leave the Koi pond ?,['after']
What may happen after he says she will go with him ?,['after']
What may happen after riding around with underage girls ?,['after']
What may be the reason for the dirty looks ?,['for']
What may be the reason he expects me to wait around for him to do ?,['for']
What happened after they placed an order ?,['after']
Where is the narrator to go for books if they enroll in college ?,"['if', 'for']"
What will the narrator do next after the mishap ?,"['after', 'next']"
Was Rosalyn Carter a good source of inspiration for me to hear what I needed ?,['for']
What can one tell about the brother and driving ?,['and']
How was I feeling before I woke up ?,['before']
What will the supervisor say after the narrator has had their piece ?,['after']
What may be the reason for the high fever ?,['for']
What may have happened after the events of Tuesday ?,['after']
What happened after adolescence ?,['after']
What may be the reason for one last warm day ?,['for']
What may be the reason for them yelling at him ?,['for']
What may be the reason for the scale ?,['for']
What may happen after sitting on the pavement ?,['after']
What happened after my first date with Devin ?,['after']
Why is the situation so eerie and scary ?,['and']
Why should the teacher be proud of the speaker for being able to type without looking at the keyboard ?,['for']
"The narrator and Winterlion will likely now have a conversation , what will be said ?",['and']
What has caused the confusion between the narrator and Winterlion ?,['and']
What may the Indian fellow have done after seeing the smoke ?,['after']
Why might have I not seen Winterlion 's mother or brother in 5 years ?,['or']
What occured before the call ?,['before']
What may be the reason for my interest in the gym ?,['for']
What may have happened if work had not been going well ?,['if']
What may have happened if he had done crazy stuff in RO ?,['if']
What may they have done until the could check into their room ?,['until']
What am I likely to do in the next month ?,['next']
What will probably happen next after Dad dies ?,"['after', 'next']"
What may have happened if we did not leave then ?,"['if', 'if then']"
What may happen after noticing there was a breakin ?,['after']
Why did the speaker decide to finally touch a crab ?,['finally']
Why did the narrator cry before Jeff went to work ?,['before']
What may be the reason for their confusion about the artwork ?,['for']
What may be the reason for the woman to react like this ?,['for']
What may happen after spraying deet onto my skin ?,['after']
What type of food is the narrator and group eating ?,['and']
"If I decide to move , what will be the main reason ?",['if']
What did the narrator do with the enchiladas after she took them out of the oven ?,['after']
What might I do in the future even though we 're settled with good friends ?,['though']
What am I try to do in Photoshop and Lightroom,['and']
Why is the speaker asking for advice ?,['for']
Why did they go shopping and eat ice cream ?,['and']
Why might today be a good day for the speaker ?,['for']
What did the man in the story do for a living ?,['for']
What may have happened before they showed the final photo ?,['before']
What will happen with the narrator and their partner ?,['and']
Why is GD singing and all pissed off ?,['and']
What position is the woman being described in the passage going to run for ?,['for']
Was I able to come up with a good idea for the postcard ?,['for']
What will happen after the telling of this narrative ?,['after']
What will happen after this night ?,['after']
What would happen if they stopped the maintenance on sandstone pieces ?,['if']
What may not happen before I get home ?,['before']
How may I be feeling after this post ?,['after']
"What caused the speaker to once again lose it , as they have described here ?","['once', 'as']"
What may happen after the cannula is in me ?,['after']
What may happen as i wait in line for my sandwitch ?,"['as', 'for']"
What may I do if he was offended ?,['if']
Why has completing the assignment led to a sense of relief for the speaker ?,['for']
What may happen after they did this ?,['after']
How did I feel after I heard what the warlock said ?,['after']
What may be the reason for their pre - order ?,['for']
What may happen after they receive their pre - order ?,['after']
What might happen after you pray ?,['after']
How did I almost finish the pattern for the bodice ?,['for']
why is it as if I 'm making the pattern from scratch ?,"['if', 'as', 'as if']"
Why did the narrator and their friend bond so easily ?,['and']
What would happen if the weather was n't bad ?,['if']
What would happen if he did not receive his six month chip ?,['if']
What may be the reason for not wanting to see every band all the other times ?,['for']
What may be the reason for selling a photo ?,['for']
What is the reason for the woman 's anger ?,['for']
What is about Bink that makes it so that enjoys running so much that it looks like his flying ?,['so that']
What may be the reason for there being no graffiti ?,['for']
Why does the narrator have some bruises and cuts ?,['and']
Why did Katie decide to go with Lee and George ?,['and']
What might have happened before they wrote this message ?,['before']
What will happen after they removed their training wheels ?,['after']
What might happen if the owner does NOT sell the snowboard equipment ?,['if']
What may happen before we pulled over on to the beach ?,['before']
What may be the reason for not getting what you want ?,['for']
What may be the reason for this weather report ?,['for']
What may happen after Kei kills him ?,['after']
What did the narrator do after they ate the salad ?,['after']
What may happen after finding out that the aerobics class has fallen through ?,['after']
What needs to happen before the tooth can come out ?,['before']
What would she do if one of the fellows from 7 - 11 walk up to her ?,['if']
What may happen to me if I did not go to the doctor ?,['if']
Why was she following things after she fell ?,['after']
Why would Kubo provide assistance with shelter and food .,['and']
What may have happened before I started cooking ?,['before']
Why is the narrator referring to this girl as an agent ?,['as']
what will he do after refusing to cancel the ATM ?,['after']
"If the situation continues , what is the narrator most likely to do next ?","['if', 'next']"
What may happen after they noticed the magnet would not repel ?,['after']
What may have happened before they checked the power ?,['before']
Why was the narrator so nervous for a few weeks ?,['for']
What happened before their fun outing ?,['before']
What may be the reason for their night being ruined ?,['for']
Why might I be rambling and ranting ?,['and']
What do you intend to do next ?,['next']
What happened after this event because of it ?,"['because', 'after']"
What is this event known as ?,['as']
What may they have done as they passed the country side ?,['as']
What might I do if the company does n't deliver on their promises by May ?,['if']
What might I do if the company delivers on their promises and gives me a raise ?,"['if', 'and']"
What may I be researching medication for ?,['for']
What may be the reason for Bill wanting a boat designer ?,['for']
"Were you looking to date anyone at the time , or were you perfectly fine being alone ?",['or']
Why was Coldstone closed for five minutes ?,['for']
What may be a valid fact about my friends and I ?,['and']
What would have happened if Bill was working ?,['if']
What may we be practicing for at church ?,['for']
What may he have been doing before he went to the bathroom .,['before']
What nay I have done after i cooked it ?,['after']
Why does Kyle not have as many friends around as of late ?,['as']
What will the narrator look to do after this week is over .,['after']
What may happened before the infedelity ?,['before']
What may happen if i found a job ?,['if']
What is the overall feeling the narrator is experiencing in this passage ?,['overall']
What may of happened before this message ?,['before']
What may I be currently waiting for ?,['for']
What may be a reason for them forgiving someone ?,['for']
What is the reason I wondered what happened to the totally awesome Ryan I knew and loved ? ?,['and']
Why are the counselors restricting Ryan and Sarah ?,['and']
What may be the reason for Baxter to be up ?,['for']
Why was n't it a good idea to eat Indian food after being sea sick all day ?,['after']
What may I intend to do after this ?,['after']
What type of relationship do Nicole and her sister have ?,['and']
What might Nicole 's mother do after the passage ?,['after']
What might be a good reason not to stop for lunch before an interview ?,"['before', 'for']"
What may happen after I get home from school ?,['after']
What may be the reason why they wandered in and out of buildings ?,['and']
What may be the reason for them talking about this past experience ?,['for']
What may happen before Amanda Palmer 's performance ?,['before']
What would the narrator do if they were given another chance ?,['if']
What did the author do before writing the book ?,['before']
"Why is the writer offering this deal on their products , with free shipping and telling the reader not to worry ?",['and']
Which medical specialty may I need to visit after posting this ?,['after']
Why would some think the narrator has Juliana as a servant ?,['as']
Why does the narrator not want to study with the Malays and Indians ?,['and']
What could have happened the night before to cause this condition to occur in this individual .,['before']
Where was he sitting as he bid her goodbye ?,['as']
What type of hobby does the narrator and their friends have ?,['and']
What may be the reason for receiving the last check from work ?,['for']
What may happen to a parent if they get a nanny ?,['if']
What will happen to the narrator after taking all these liquids ?,['after']
What may happen before i start my daily cleanse ?,['before']
What will this person do next ?,['next']
What will happen with the narrator and their diet ?,['and']
What will happen after the incident ?,['after']
"If he does n't do what he is suppose to do , why would I do it for him instead ?","['if', 'instead', 'for']"
What happens after the call,['after']
What may happen after the poster gets some critting ?,['after']
What will the narrator do after the demonstration is through ?,['after']
For what reason might a person be in this area ?,['for']
What will you do after distributing the article ?,['after']
What may be the reason for them fixing their fan ?,['for']
What may happen after going to Starbucks ?,['after']
What might have happened because Landon was wearing a white shirt ?,['because']
Why does the woman only have friends who are young children and teenagers ?,['and']
What would happen if somebody called the police on the 37 year old woman ?,['if']
What does the narrator do for work ?,['for']
What may have happened before this conversation ?,['before']
What might the narrator feel for the ' he ' in question ?,['for']
why are they searching for the historical society ?,['for']
what happens after my embarrassed laughter ?,['after']
What may happen after he realized she was trying to connect with him ?,['after']
What may be the reason for their teacher asking them to speak up ?,['for']
Why was the person standing up and cheering for the person who was performing in the Olympics ?,"['and', 'for']"
What did the narrator do after they relized they were needed back home ?,['after']
What may happen after they reach Paris ?,['after']
What will you do after Maggie came up ?,['after']
What might I be quite grateful for in this post ?,['for']
What may happen after the mouse visits the garden ?,['after']
What may be the reason for loving someone so much when they treat you like you 're second best ?,['for']
What may be the reason for them not having internet ?,['for']
Why will the narrator be tired the next morning ?,['next']
What will happen after he arrives home ?,['after']
What option is NOT available if the card declines ?,['if']
What will they need to do next ?,['next']
What will the narrator do about the school now that they are out of options ?,['now that']
What have I been working on in preparation for the journalist ?,['for']
What does the speaker do for work ?,['for']
What could have happened if they had n't gotten the form with a signature ?,['if']
What would Michael do next ?,['next']
What would happen to the narrator if they went outside ?,['if']
What may be the reason for thinking that reading books would be motivating ?,['for']
What may I look up after I go online ?,['after']
What may be the reason for them being nervous ?,['for']
What will the author likely do now that the semester is on break ?,['now that']
Why was the child naughty for saying owie ?,['for']
What may be the reason for their job hunt ?,['for']
What will happen if the ear pain gets worse ?,['if']
What treatment may I need after seeing the doctor ?,['after']
What will I do now that the tiara is on my head ?,['now that']
What may be the type of bus you can use for transportation in Venice ?,['for']
How were they able to smoke for someone ?,['for']
why was losing a learning experience for her team ?,['for']
what happened after they lost ?,['after']
If the narrator was n't purchasing produce or meat what else might she purchased from Games Market ?,"['if', 'or', 'else']"
what may happen if President Weaver did not make his stand on health issues ?,['if']
what may happen if the iPod comes back on ?,['if']
What may be the plausible reason for iPod not to power on ?,['for']
What type of singing is Monica Naranjo known for ?,['for']
What happened after cleaning the talon ?,['after']
"If we base our answer on stereotypes of names , what is the most likely ethnicity of the narrator 's friend ?",['if']
What leads the speaker to refer to this sandwich as a ' Roasted Chicken Titty Sub ' ?,['as']
Why is the narrator and their friends a bit bummed about the event ?,['and']
what may have happened if he had no sister ?,['if']
What may have happened before I visited this website ?,['before']
What may of happened after the workout ?,['after']
What happened between this talk and the next ?,"['next', 'and']"
What will the narrator do next time on stage ?,['next']
Why should one spend so much time preparing if they want their party to be perfect ?,['if']
What happned after they got home ?,['after']
Where am I going to go after waiting ?,['after']
what may happen if I do not forget things ?,['if']
Why does the narrator have a fondness for Chase and Cameron ?,"['and', 'for']"
What may be the reason for this situation occurring ?,['for']
What may be the reason for them thinking they may as well live in a shack ?,"['as', 'for', 'as well']"
Who was the guest of honor for the party ?,['for']
What may have happened after this situation ?,['after']
What may happen after I clean up my inbox ?,['after']
What may happen after being able to relax for a couple of minutes ?,"['after', 'for']"
What will happen now that the fight has concluded ?,['now that']
Why is the speaker unsure of their ability to create a childhood for their kids similar to the one they had ?,['for']
What may have happened after this incident ?,['after']
What may happen to Fai after he leaves the sidewalk ?,['after']
What may happen after they overhear their uncle and sister talking ?,"['after', 'and']"
How did I feel when the bank asked me to do what they asked for ?,['for']
What may happen if it snowed ?,['if']
How might this person be described as ?,['as']
What may have happened before they participating in the marathon ?,['before']
how might the person feel after this ?,['after']
Why may the narrator be nervous after the evacuation ?,['after']
Why do I enjoy the other movies instead of this one ?,['instead']
What may be the reason for them giving these tips ?,['for']
What is NOT a consequence for this predicament,['for']
What may have happened before they hung out with the cosplayers ?,['before']
What may happen after she is done talking about all the guys she 's into ?,['after']
What causes the narrator much anxiety when out for a bike ride ?,['for']
What may be the reason for wanting to get revenge on someone ?,['for']
What did grandma and I do after eating ?,"['after', 'and']"
What might happen to me after we reach the house ?,['after']
What will happen if the neck pain does not immediately go away ?,['if']
What likely happened before I parted with Charlie ?,['before']
What was the primary reason for vising the shopping mall .,['for']
What may be the reason for learning about the beach ?,['for']
What may be the reason for them going to the doctor ?,['for']
What will happen after the house hunting ?,['after']
What is the narrator likely to do next with their face against the glass ?,['next']
What may happen after walking home at night ?,['after']
What may happen if some guys refused to jump up ?,['if']
What may happen after I sleep my closet male friend ?,['after']
What did I consume for lunch today ?,['for']
What might have happened before arriving ?,['before']
What will happen after the woman gives the tickets to the ticketlady ?,['after']
What did they do instead of going to Safeway ?,['instead']
What may be the reason for buying umbrellas after it 's done raining ?,"['after', 'for']"
What was the narrator 's reason for going to Metamorphose 2008 ?,['for']
What may have happened after I took off my sweater ?,['after']
What may be the reason for having a hard heart ?,['for']
What happened before this conversation ?,['before']
What may happen after i finish editing ?,['after']
Why is the narrator in the market for a reflector ?,['for']
What likely happened before this person decided to go out ?,['before']
What likely happened the next morning after this outing ?,"['after', 'next']"
Why has the speaker allowed the snowmobile to sit idle for all of this time ?,['for']
What may be the reason for their dog 's poop being all over the yard?T,['for']
What may be the reason for not knowing someone is alive ?,['for']
What may be the reason I am feeling a little sad and nostalgic right now ?,['and']
What may be the reason for calling someone pyro ?,['for']
Why does the narrator view the subject as dimwitted ?,['as']
Why is the narrator feeling groggy the next morning ?,['next']
What may happen after I use the rower ?,['after']
What might I do after my roommate gives me something ?,['after']
What may be the reason for their lifestyle ?,['for']
What is the reason for this post ?,['for']
What may be the reason for them going to the pool ?,['for']
What may have happened after the husbands infidelity ?,['after']
What may be the reason for a wife to write a review for Beating Cheating ?,['for']
What is the reason I think my husband betrayed me and our marriage vows ?,['and']
What may she have done to know for sure .,['for']
What may be the reason for the speaker being so upset ?,['for']
Why is it an issue if the Chinese gymnast is not sixteen years old ?,['if']
What is the narrator posting the video for ?,['for']
Why are the narrator and their colleagues feeling uncomfortable ?,['and']
What may be the reason why she was smiling and sobbing at the same time,['and']
What may happen after they find the money ?,['after']
What might we all do after we spotted some crocodiles on the far bank ?,['after']
What may be the reason we went to Denny 's at 3 am before our flight ?,['before']
What may be the reason for their trip to Williamsburg ?,['for']
What may happen after I wake up from my nap ?,['after']
What may have happened before speaker started explaining their process ?,['before']
Why might they still be happy about the break - up ?,['still']
What happened to him before that ?,['before']
What would happen after I found the recipe ?,['after']
Why does my wife needs a recipe for a pumpkin soup ?,['for']
What may be the reason for mom being supportive now ?,['for']
What may happen after watching Hollic ?,['after']
"What do you think the author did after he claimed "" the life force had been sucked out of him "" .",['after']
What is the likely reason that the speaker ultimately decided to skip breakfast ?,['ultimately']
What might be true about the weather further south ?,['further']
Why has Heather opted for Community College ?,['for']
What is the reason that community college is a good move for Heather ?,['for']
What did the narrator likely do before this event ?,['before']
Why is Sasuke acting a bit odd and weird ?,['and']
What may be the reason that the sky was gray and pink ?,['and']
How is food ordered and served ?,['and']
What may have happened if he did not feel protective of the boy ?,['if']
What may happen if I could hold on to them long enough ?,['if']
What may be the reason for the dead bolt ?,['for']
What is the reason that the line for the ice cream store is so incredibly long that it stretches straight out the door ?,['for']
What may be the reason for needing to make peace with their friend ?,['for']
What may have happened after the boy saw their dead friend ?,['after']
What may have been the exact reason David was able to come after all ?,['after']
Why did I want to succeed instead of failing ?,['instead']
Why does the narrator yearn for the person 's return ?,['for']
What do Tashi and the author engjoy doing together ?,['and']
What does it take the author a long time to bounce back after ?,['after']
What may be my plausible reason for leaving the room ?,['for']
What might have happened if the door did not squeak ?,['if']
What would the narrator want to do if another date occurred ?,['if']
What happened before this ?,['before']
What may be the reason for the giggling and the whispering ?,"['and', 'for']"
What will happen after the boyfriend jumps up ?,['after']
What is the reason you would have to convert an attic for living space ?,['for']
What was I saving for Thursday ?,['for']
Why would I be in a mood to celebrate after the first test ?,['after']
What may she have bought to save for Thursday ?,['for']
What may be the reason for Sonic being in the hospital ?,['for']
Why are they discussing liquidation and macroeconomics ?,['and']
What will the narrator need to do after this chore ?,['after']
What may happen after consolling my mom ?,['after']
What may be the reason for recognizing the little boy he never met ?,['for']
What may have happened after they sought refuge in the church ?,['after']
What would happen if I lived with the old man ?,['if']
What may be the reason for 48 minutes being hard ?,['for']
What happened before the weekend ?,['before']
What may happen before the sun rises ?,['before']
Why were the girls laughing and jabbering ?,['and']
What may be a fact about this person and their blog ?,['and']
What may happen before making dinner ?,['before']
What may happen if he drinks ?,['if']
What may happen before telling her No ?,['before']
What will the aunt and dad want to do with them ?,['and']
What type of relationship do he and I have ?,['and']
What may happen after trying to drive manual ?,['after']
What may have happened before the kiev soccer match ?,['before']
What will happen after their friend had said yes ?,['after']
What may be the reason for them asking permission ?,['for']
What may be the next move for the narrator after seeing the couple ?,"['after', 'next', 'for']"
What may have happened for him to get to his car ?,['for']
What may have happened after I got out,['after']
What may have happened before I was looking for a stairwell,"['before', 'for']"
Why was the narrator seeking to avoid the man and woman ?,['and']
What must have happened between she and I ?,['and']
What kind of shows do I not care for ?,['for']
What do Robin and I seem to share in common .,['and']
What will happen if the author does n't find proper instructions for cooking the grain ?,"['if', 'for']"
What may I do after I write this post ?,['after']
"During the time I was reading my book and drinking tea , approximately how many times did the waitress look at me ?",['and']
What may have happened if he had not gotten cold ?,['if']
What happens if the storm continues ?,['if']
Why did the speaker cry after hearing this person express their pity ?,['after']
What may be the reason for not getting the bag ?,['for']
What will happen if she falls for someone new,"['if', 'for']"
What 's likely plan for my work in the future ?,['for']
What is the reason for waking up so early ?,['for']
What does the early morning workout do for the narrator ?,['for']
What will happen if he or she continues this regiment ?,"['if', 'or']"
What may happen if the narrator exercises ?,['if']
What is the reason I felt fatter than I have before I started ?,['before']
What may be the reason for using the stairs ?,['for']
What may be the reason for them being back home ?,['for']
What may happen after their father investigates on their own ?,['after']
What may happen after they come to this conclusion ?,['after']
Why might have happened before I made my purchase ?,['before']
What may I have felt after I met Jeremiah,['after']
What would happen if the narrator calls the friend in the future ?,['if']
What might have happened to me before this ?,['before']
What would happen to the narrator if they are going through another rough patch ?,['if']
What might the relationship be between the narrator and the man spoken about ?,['and']
What is to happen if you call the narrator in an emergency ?,['if']
Why am I visiting the Alamo if I have seen all the movies about it ?,['if']
Where is the narrator likely going to be headed to next in relation to their current location ?,['next']
Where did I go before going to the gift shop ?,['before']
Where did I go after this ?,['after']
What may happen before entering the secure building ?,['before']
What may happen after cleaning the pub ?,['after']
What may I have done earlier in the day ?,['earlier']
What may happen if I pay for first class ?,"['if', 'for']"
What may be the reason for them sinning against God ?,['for']
What may happen before i fall asleep ?,['before']
What may be the reason for putting Soft Claws on the kittens ?,['for']
What may happen after I met the bastard ?,['after']
What may have happened after breakfast ?,['after']
What was the reason for the meal ?,['for']
Who will clean the dishes after the narrator ?,['after']
What may be the reason they wrote and watched TV at the same time ?,['and']
what will happen after breakfast ?,['after']
What may be the reason for needing to have their levels checked ?,['for']
Why would the narrator be so happy as expressed in the narrative ?,['as']
What may happen after reading Vanity Dies Hard ?,['after']
Would I be this happy if I had stayed with Weight Watchers ?,['if']
What may happen after this month ends for them ?,"['after', 'for']"
What may be the reason for the flashbacks for the movie ?,['for']
What happened last night for you ?,['for']
What is the connection between getting the car back and being able to listen to music again ?,['and']
What sport might the narrator have spent the day before watching if the month was February .,"['before', 'if']"
What may happen if that persists ?,['if']
What may be the reason they could n't use the seats as a bed on the second flight ?,['as']
What is the narrator and others around them railing against ?,['and']
What did they do before they went to buy bushes ?,['before']
What may happen if I do n't listen to the cop ?,['if']
What may have happened after they took their photo ?,['after']
What item is the narrator waiting for ?,['for']
What does Mandel do as part of his living,['as']
What may be the reason for them going to Murphy 's even though Safeway was closer ?,"['though', 'for']"
How may I have felt before I tried to watch the movie .,['before']
What may have happened next in their story ?,['next']
What will the person do later ?,['later']
"Why does the speaker have many creativity ideas , but has a hard time finding time to blog about them ?",['but']
Why may the narrator be feeling some pain as of late ?,['as']
What may be the reason for their injury ?,['for']
Why did she care if he transferred ?,['if']
What may be a reason for their trip ?,['for']
What may have happened after the restart button was pushed ?,['after']
What may be the reason for them watching these matches ?,['for']
What may be the reason for animosity ?,['for']
What may i be doing after writing this ?,['after']
What may happen if you do nt disable autorun ?,['if']
Why would it be convenient for the bad guys ?,['for']
Why is the narrator so skeptical about Windows as a computer program ?,['as']
What will happen after autorun is disabled ?,['after']
What does Brock likely do for a living .,['for']
What will the narrator be doing after the weekend ?,['after']
What happened after I left the hospital ?,['after']
What probably happened after I met JD ?,['after']
What does the future have in store for the character and their partner ?,"['and', 'for']"
What may be the reason for going to the bookstore instead of straight to class ?,"['instead', 'for']"
What may happen after i talk to my mom ?,['after']
what may be a plausible fact about the days before election ?,['before']
what may happen if I had requested less than 5 days off but with the same start date ?,"['but', 'if']"
What was the reason for the narrator getting lost ?,['for']
What may be my favorite arts and craft ?,['and']
What may happen after moving in ?,['after']
What is causing the dysfunction between the narrator and their parents ?,['and']
What may be the reason for taking pictures of the cosplays ?,['for']
What may have been the reason I cried for nine of those hours ?,['for']
Why has Pete gone and approached the narrator ?,['and']
Why is the narrator being so secretive in their actions within the next ?,['next']
Why did they buy the drink if they are grossed out by it ?,['if']
What may happen after the power returns ?,['after']
what may happen if this movie prop is made today in comparison with that of 10 years ago ?,['if']
What type of environment does this person encourage for kids ?,['for']
"If this person is a teacher , how would kids feel coming to her class ?",['if']
How do others look at me because of this trait ?,['because']
What may happen after reading the news at work ?,['after']
What may be the reason for needing to put the dog down ?,['for']
What may I of felt after the gig ?,['after']
What may happen after I bought the software ?,['after']
Where was the narrator before they returned home ?,['before']
What may happen after arriving at the thrift stores ?,['after']
What does the recommend for gifts ?,['for']
What may happen if I stay home instead of going to Panera ?,"['if', 'instead']"
What may happen if there is only a boy instead of the 12 old men ?,"['if', 'instead']"
Why are the narrator 's legs hurting so much after the weekend ?,['after']
What did I do after waking up early on Saturday ?,['after']
Why does the narrator feel more peaceful after the weekend ?,['after']
What will happen if the vest gives the narrator trouble ?,['if']
What happened after we left the park ?,['after']
What might be the reason we are not having a funeral for my father ?,['for']
"How is it that there is hope in it , even if it 's sad ?",['if']
Why are the narrator and Elfangor experiencing such an awkward period of silence .,['and']
Why is Adam being so terse and tense with the female ?,['and']
What may be the reason for the subject unnerving the narrator ?,['for']
What may happen to me before I find myself on the floor ?,['before']
Why might he claim that I have seen an awful lot for a human ?,['for']
What may have happened before I fell to the ground ?,['before']
What may be the reason for walking towards him ?,['for']
What may happen if you buy clothes in the wrong fit ?,['if']
What may be the reason to buy clothes as a form of artistry ?,['as']
what may happen if the hosting country for the olympics games were not China ?,"['if', 'for']"
What will happen if the car breaks down ?,['if']
"What will the narrator do next with "" GrapeFruitSoda "" ?",['next']
Where might we have been when brother and his family were picking out art in the VIP section ?,['and']
What may be the reason for going to the class after they already worked out ?,"['after', 'for']"
Why did they have the potential for a bad day ?,['for']
What may be a fact about this person and their phone ?,['and']
Why might jaxen be looking for spongebob ?,['for']
What is Jaxens reaction likely to be if the spongebob diaper is not found ?,['if']
What may be the reason for deluding oneself from reality ?,['for']
what may be the reason she drank even though she was pregnant ?,['though']
What may happen after I checked in if it was 30 minutes instead of 1 hour to my flight ?,"['if', 'after', 'instead']"
What may have happened if the Mother wore pants ?,['if']
What will happen if they do not stay until September 1st ?,"['until', 'if']"
"What is the reason for "" I never get sick so whatever "" ?",['for']
What might happen after Noman moves his horses to his mom 's place ?,['after']
What did I do after going home .,['after']
What may happen after they were put on the list ?,['after']
What may be the reason for them purchasing this jacket ?,['for']
What may happen after they purchase their new jacket ?,['after']
Why did they stop writing for awhile ?,['for']
What may happen after we get the tickets ?,['after']
What will Jolene and the narrator do to the subject ?,['and']
What may happen after the guy is in the hospital with a fractured skull ?,['after']
What happened after you grew older ?,['after']
What may happen after meeting him at the station ?,['after']
What may be the reason for putting out an ad campaign that is controversial ?,['for']
What may be the reason why exercise is good for them in the morning ?,['for']
What may be the reason for the speaker and the nurses to do compressions ?,"['and', 'for']"
What will I likely do for vacation next year ?,"['next', 'for']"
What did they do after admiring the items in the shop ?,['after']
Why has the narrator decided to make tweaks before the Faire ?,['before']
What will happen as the narrator gets to the faire ?,['as']
What may happen after attending the faire ?,['after']
What will happen after this most recent faire ?,['after']
Why did they ring him back after 2 hours ?,['after']
What may happen after bringing home the leftovers ?,['after']
What might happen if I follow this advice .,['if']
What may be the reason for not wanting to go back home ?,['for']
What was the outcome of the meeting for the narrator ?,['for']
What might I have done after talking to Sheila about Rascal ?,['after']
What happened after Carrie discovered her powers ?,['after']
What may happen after reopening her eyes ?,['after']
What is the reason for the quote to be referenced ?,['for']
What may be the reason for them participating in the study ?,['for']
What is the reason for me to decide to take a course ?,['for']
Why is the narrator not properly dressed for the cold weather ?,['for']
What were the children doing before they were rescued ?,['before']
What may be the reason for going to an event when they do n't know about the sport ?,['for']
What may be the reason for the musician playing at the ceremony ?,['for']
What may be the reason for their routine ?,['for']
"What did you do after getting gifts from Amazon from your father , stepmother , and Aunt Cindy ?","['after', 'and']"
Why is the narrator and others trying to get the door open ?,['and']
What may have happened after they found their street on Google Earth ?,['after']
How would someone feel after going through this ?,['after']
How are we probably feeling after Monday ?,['after']
What are you looking forward to next episode ?,['next']
Why were you jumping up and down ?,['and']
What may have been the type of tour we were paying 300 bhat for ?,['for']
"Now that I knew how to use the software , what was I likely to do next ?","['next', 'now that']"
What may be the reason for calling him over the weekend ?,['for']
What would happen if they had a priest ?,['if']
What may be the reason for them not knowing he was awake ?,['for']
What may happen if they have fewer employees ?,['if']
Why would I be satisfied with the reason for my trouble with United ?,['for']
What will Leslie most likely use the money for ?,['for']
What could happen if the the speaker does n't make the most of their position ?,['if']
Why was the narrator relieved after leaving the car ?,['after']
Why or what were they trying to conceive ?,['or']
Why does the speaker and their restaurant want to hear more reviews ?,['and']
What may happen if my blood pressure was n't read ?,['if']
What may happen after taking the girls picture ?,['after']
What may happen after Yuko 's question ?,['after']
Why is the family at the store for so long ?,['for']
What may happen if I hand Eun up ?,['if']
What would the subject do once the sale is complete ?,['once']
What must have happened before that I willing to trust him once again ?,"['once', 'before']"
What will happen with Jan and the narrator ?,['and']
How might I act once the worst in people come out ?,['once']
What may happen after she calls me ?,['after']
What may be the reason why it was so much work for them when selling their house ?,['for']
Is the parking garage for the campus free ?,['for']
How did you feel afterward ?,['afterward']
What will the cashier do after looking at the incorrect scan ?,['after']
What will I do if this happens again ?,['if']
What might the person do next after finding the PSP is broken ?,"['after', 'next']"
Why is the narrator opting for music ?,['for']
What may Billy be thinking about as he waited for Linzi ?,"['as', 'for']"
what happened after he went to the museum ?,['after']
What might happen to the driver of the car after it hits the pole .,['after']
What may be the reason for being so excited about a cd ?,['for']
What might be the reason my wife checked my facebook instead of asking me directly ?,['instead']
What may happen after this incident with the foot cramp ?,['after']
What might have happened before I made a mistake ?,['before']
Why does it matter if the marker washes off ?,['if']
What may happen after the championship ?,['after']
Why is the narrator looking for articles ?,['for']
What may have happened before he decided to be taking seven hours sleep,['before']
What may happen at the bar if they do nt drink alcohol ?,['if']
why do n't you have a taste for alcohol ?,['for']
What might have happened after the picnic ?,['after']
What may be the reason for them returning to the sunset ?,['for']
What may happen after they get their pictures ?,['after']
What may happen after the message ?,['after']
What may be the reason for the write - up on Fred Crane ?,['for']
What may happen after picking up my motorcycle ?,['after']
What was the reason for my dilemna ?,['for']
Why would it be a big shock for his girlfriend to meet his family ?,['for']
What will happen after she meets everyone ?,['after']
What may be the reason for their diabetes no longer being under control ?,['for']
What is to happen between the narrator and Art in the future ?,['and']
What might I do soon if he does n't kiss me ?,['if']
"Why did the speaker 's cousin claim to fear for the girl 's safety , refusing to let her ice skate ?",['for']
What may happen if I do n't go to work today ?,['if']
What may happen after I 'm finished with the angle brush ?,['after']
What is the reason for the change in the small corridor,['for']
What will the speaker likely do in the next few months ?,['next']
What is the narrator likely to bust out after eating ?,['after']
What could the narrator have done at the beach instead of going home ?,['instead']
How did Lindsey feel overall about the experience that she experienced ?,['overall']
Why am I being asked for my insurance card ?,['for']
Why might be the reason I am posting this instead of being with my boyfriend ?,['instead']
Why do n't I know if I want to hook up with him ?,['if']
