sentence,keyword
Gossip among neighbours is still common among  _  .,['still']
The writer decided to try the model he had chosen because he   _  .,['because']
Why was the old bucket still kept by the gardener?,['still']
Why do visual images differ from the printed words? Because they   _  .,['because']
Pliny left the town after   _  .,['after']
The carts wouldn't stay still because   _  .,"['because', 'still']"
Native butterflyattracting plants are better because  _  .,['because']
Which seasons are suitable for planting butterfly gardens?,['for']
"When Katherine's husband was the warden at Sing Sing Prison, she did the following things EXCEPT  _  .",['except']
"When the hostess serves coffee after the meal, it means   _  .",['after']
The text tells us that zoo elephants are different from other zoo animals because they   _,['because']
When are new chemicals for industry tested?,['for']
According to the passage?not many girls grow to enter STEM fields because  _  .,['because']
From the passage we can learn that blogs cover almost everything EXCEPT   _  .,['except']
"Dave Winer closed his ""weblogs. Com"" because   _  .",['because']
"By adding a prefix or a suffix to a root, we can get a word which has   _  .",['or']
"According to the passage, if we talk about a man of refinement, you may guess that he must be   _   .",['if']
Knits for Nature_.,['for']
Which movie should you watch if you want to see a helpless father change?,['if']
The leaders decided to ask the old man to leave because they thought   _  .,['because']
How did the leaders feel a few months after the old man left?,['after']
Why did the farmer bring apples to the rich man? Because,['because']
The monkeys left the basket because,['because']
"Up to now, the festival has been held in Rio for at least   _  .",['for']
"Before Lisa Pina called 911,in order to prevent the fire,she  _  .",['before']
What can we infer as to the film Gone with the Wind?,['as']
What is essential for people to stand pain according to the writer?,['for']
All the following descriptions about the courses are true EXCEPT that   _  .,['except']
The four family members have decided to go on a four-hour round-trip to the town of Abilene because   _  .,['because']
A senior management team can make a bad decision because   _  .,['because']
"According to Professor Janis, at least one person should be appointed to the role of ""devil's advocate "" at each meeting so that   _  .",['so that']
The author managed to attend a graduate school because   _  .,['because']
Rap music is now one of the music styles mostly run after by   _  .,['after']
Rap music is often not well thought of by the mainstream because   _  .,['because']
Who will take part in the activity called Tax Help for Seniors?,['for']
Which activity is more likely to develop imagination and creativity?,['and']
Reading poems is thought to be a social act in the nineteenth century because  _  .,['because']
"According to the passage, what is the main cause of the great gap between readers and poetry?",['and']
"According to the research, which is a better way for a student in a foreign land to learn a new culture?",['for']
The website the producers choice.com. is most probably for   _  .,['for']
How much will you pay if you subscribe to Producers Choice Monthly for half a year?,"['if', 'for']"
How will you pay if you subscribe to Producers Choice Monthly?,['if']
"Which of the following will be your best choice, if you like classical music?",['if']
"If someone wants to advertise his trade goods in the newspaper, the least fee he'll pay is RMB   _   Yuan.",['if']
How old was Yao when first appeared as a Houston Rockets player?,['as']
"If China enters an aging society,   _  .",['if']
"What does Cai Chuang mean by saying""China is getting old before becoming rich.""?",['before']
"During the Ming and Qing dynasties, Pingyao was a leading center in   _  .",['and']
"If you want to know about the history of banking in China, you'll visit   _  .",['if']
"Further measures will be included in the ""Slow City"" program EXCEPT   _  .","['further', 'except']"
The private university students have to pay more money for tuition because  _  .,"['because', 'for']"
"If they need money, college students may  _  .",['if']
Hawley won the contest because   _  .,['because']
What did Alfred and Anthony have in common?,['and']
Alfred said he was younger than Anthony because   _  .,['because']
What did Alfred and Anthony think caused their heart problems?,['and']
Many young ladybirds lied because they   _  .,['because']
Insurance companies focus on female driver clients  probably because they   _  .,['because']
The member of the Polar Bears Club must meet the following requirements except that   _  .,['except']
The Polar Bears like to swim all the year round for   _  .,['for']
The main reason for the students' complaints was that the teacher   _  .,['for']
The United States didn't have   _   states until   _  .,['until']
Light and color can affect  _  .,['and']
"According to the text, orange and white are colors which can make people   _  .",['and']
London has become the second most expensive city because of   _  .,['because']
"After moving to a new school, you should   _   .",['after']
"Lv, the groom, called the local radio because he wanted   _  .",['because']
Which of the following is David Tebbutt's ides on the relationship between people and computers?,['and']
A good skill for a telephone operator to have is   _  .,['for']
The husband got angry because his wife   _  .,['because']
"If you wear a ""Re-Timer"" an hour before bed, you will probably  _  .","['before', 'if']"
"In Britain, ties were first used as a sign to show a person's  _  .",['as']
"In the business world,wearing a tie was necessary because  _  .",['because']
Maria could not help Papa in the garden because  _  .,['because']
Zeo is a revolution in the science of sleep mainly because it   _  .,['because']
"If you are a Campus Coordinator, you may probably   _  .",['if']
It is implied in the passage that creating and selling the new movies may be   _  .,['and']
What was the gap between Chinese vehicles and foreign vehicles in 2016?,['and']
We can infer from the text that humans and animals   _  .,['and']
Both MaCain and Obama agree with each other in the following issues except   _  .,"['except', 'and']"
"According to the passage, all of the following statements are wrong EXCEPT that  _  .",['except']
Ms.Muller was surprised at the news about her winning the award because   _  .,['because']
"By saying ""I am now nothing better and I'm nothing worse"", Ms.Muller meant that   _  .",['and']
Soap operas have helped in lowering Brazil's birth rate because  _  .,['because']
"What Sir Francis Bacon said was right, but people didn't believe him until   _  .","['but', 'until']"
"Leave a pail with warm water and another pail with cold water in the same low temperature, you'll find that   _  .",['and']
Newspapers sell well mainly because  _  .,['because']
Why is it not easy being a teenager or a parent of a teenager?,['or']
Economics can help one make better decisions because he learns  _  .,['because']
What is probably the best tide for the passage?,['for']
What can NoPhone do for people according to the text?,['for']
The writer considered her grandmother remarkable and interesting because she   _  .,"['because', 'and']"
The boat was considered unusual because   _  .,['because']
The Italians regarded Hawkwood as a sort of hero  _  .,['as']
Which of the following can be chosen as the best title for this passage?,"['as', 'for']"
People with poor metacognition may not succeed because they   _  .,['because']
"You have arrived to stay at the hotel at 2 a.m., and want a snack , What should you do ?",['and']
"Besides milking cows,the robotic system also can  _  .",['besides']
Why did the writer and David decide to plan everything themselves?,['and']
How does the writer most probably feel after seeing the words on the guestbook?,['after']
Why did all except the elder refuse to take Love with them?,['except']
The author was worried that Kenny would not be fit for his job because   _  .,"['because', 'for']"
"According to the author, some people fail to achieve their goals because   _  .",['because']
"To get moving on your goal, you can do the following EXCEPT   _  .",['except']
The change in the 2016's SAT college entrance exam include the following EXCEPT that   _  .,['except']
"56. According to the passage, if you want to achieve success, what should you do first?",['if']
"People called him ""Fingers"" because he was a   _  .",['because']
"After the car owner received a phone call, he   _  .",['after']
"The ""lazier and more inventive""criminal refers to   _  .",['and']
We may infer from the text that the criminal knows how to reach the car owners because   _  .,['because']
"If you want to live conveniently while you are on vacation, which city in Morocco could you choose?",['if']
"According to the passage, you will not reach you goals, if you   _  .",['if']
"As he then heard no more sounds, Rider decided   _  .",['as']
Mr. Turner wants to have a nice Saturday.Which is NOT possible for him to do?,['for']
"After entering the business world, the author found   _  .",['after']
For whom is the passage mainly written?,['for']
The passage mainly discusses the relationship between music and   _  .,['and']
Which number should you call if you want to see an opera?,['if']
Where can students go for free performances with their I.D. cards?,['for']
Why did people put on red paper-cuts instead of those of any other color?,['instead']
Why is June 6. 1990 a special day for Mommy?,['for']
"While making friends, kids think more about the following EXCEPT   _  .",['except']
Many people don't care about too much of the wax coating on the instant noodles because  _  .,['because']
The author believes the following except that  _  .,['except']
How did Dr.Paul Seagle lengthen the lifetime of rats in his experiment?,['if then']
"Take a look at the Angus Folk Museum, and we can learn about   _  .        .",['and']
"The writer thinks the campaign ""Eat up All on Your Plate"" makes sense because  _  .",['because']
What is different about the kite used for flying lessons?,['for']
A good title for the passage would be   _  .,['for']
Why has the author's mother always kept the notepad and pencil in the kitchen?,['and']
The author feels embarrassed for  _  .,['for']
"To those Richard Parkers who wish to sail on the sea,this passage makes for   _",['for']
"If you are sedentary, you   _  .",['if']
Which of the following statements is true as to Guthold's finding?,['as']
All the following statements are wrong except   _  .,['except']
"According to the passage, which of the following is NOT a reason for Laos to be hopeful?",['for']
Daniel Nocera describes his artificial leaf as promising in  _  .,['as']
The writer was eager to learn more about investing because   _  .,['because']
He was prepared to enjoy himself as long as   _  .,['as']
"After reading the passage, we can draw a conclusion that   _  .",['after']
Kane needed attention because he wanted to show   _  .,['because']
"When the old man first appeared, Pang looked at his brandy glass because  _",['because']
"Which of the following best completes the sentence 'Geez, if it could happen to him, ...' (Line 2, Para.8)?",['if']
The research took the following factors into consideration EXCEPT   _,['except']
"If both you and your friend who live on the other end of your neighborhood have dogs, you may probably   _  .","['if', 'and']"
"If you have sleep problems,   _  .",['if']
The following sentences are true EXCEPT   _  .,['except']
"During the travel,   _   impressed the kids as well as the parents most.","['as', 'as well']"
Mrs Keller could do all housework because   _  .,['because']
The old woman fell in a faint because   _,['because']
"After she came out of hospital , Mrs  Keller  wasn't   _  as before .","['before', 'after', 'as']"
Why can't we eat a mint and drink cola at the same time?,['and']
The boy changed after he went to the boarding school because  _  .,"['because', 'after']"
"If we say the questions are casual, we mean they are  _  .",['if']
Ducks at the end of each row sleep with one eye open because  _  .,['because']
Honeybees are social insects because  _  .,['because']
The most valuable thing honeybees do for people is in  _  .,['for']
It is natural to give hurricanes names because   _  .,['because']
"According to the text, when you meet a person for the first time,   _  .",['for']
"Children laughed at Hank and called him ""Ape Man"" because    _    .","['because', 'and']"
When Hank marched and drilled along with the other soldiers    _    .,['and']
How many reasons does the author give for using humor?,['for']
The third mate ran the thanker agound   in this accident because  _  .,['because']
_   was responsible for dumping oil into the Persian Gulf.,['for']
"If you are interested in Native American culture, where would you probably go?",['if']
"If you take the subway line 4 to 26 Wall St, you can enjoy   _  .",['if']
The advantage of dogs as pets over the personal computer now is that,['as']
The Fly Rail Baggage system is service to carry your luggage between the railway station and   _  .,['and']
The favorable breeding ground for the locust is   _  .,['for']
People are alert at the threat of the locust because   _  .,['because']
The purpose for affected nations to meet in Algiers on May 30 is   _  .,['for']
"As a result of the ticketing mistake, about 200 people   _  .","['as', 'as a result']"
Why was it hard for the American injured workers to get compensation in the early 20th  century?,['for']
If a person suffers foreign accent syndrome  _  .,['if']
"If you want to study for a master's degree in the USA, you'd better  _  .","['if', 'for']"
The last Friday before Christmas is called 'Mad Friday' because   _  .,"['because', 'before']"
The passage suggests the following things except   _  .,['except']
Sooner or later the forests will disappear  _,"['or', 'later']"
"When there is a heavy rain ,trees can help to prevent floods, as they can   _",['as']
"According to the passage, we can guess that jaguars and sloths are two kinds of  _  .",['and']
Who prefers printed books when reading for fun?,['for']
Maxwell lost his last steady job because  _  .,['because']
"After the interview, we can infer that   _  .",['after']
"When it was time for her birthday, the writer was afraid  _  .",['for']
"If parents have trouble with their relationship, the child  _  .",['if']
"After graduation, Elizabethfound that     .",['after']
How does the author support his idea about the link between aid and happiness?,['and']
"If you are hungry, and you still say you don't want to eat, then   _  .","['if', 'still', 'and']"
"If you want to join the Internet,you need,first of all,to  _  .",['if']
"With both your computer and telephone,you can  _  .",['and']
"If a family go to Xiamen for a day's holiday and they have to return home before 6 p.m., then they can visit   _  .","['before', 'if', 'and', 'for']"
Some actors would like to accept poorly-paid jobs because the jobs  _  .,['because']
Aged people are more likely to feel happy because they are more  _  .,['because']
Professor Alex Michalos found that people feel less happy if   _  .,['if']
Americans don't take all their vacation days because   _  .,['because']
"According to the passage, short-sightedness may have something to do with the following except  _  .",['except']
School uniforms are becoming more and more popular and important because   _,"['because', 'and']"
The caretaker of the islands is expected to be good at all the following EXCEPT   _  .,['except']
The examples of the Beijing father and the Tianjin teacher are used to show that Internet jargons    _    .,['and']
Jesse's first world record was for the   _  .,['for']
"You are a student of thirteen. If you want to be a volunteer, you can do the following except","['if', 'except']"
Which could be the best title for the text?,['for']
Which is not true about Lachie and Martin?,['and']
.Who should you get in touch with if you hope to work in a radio station?,['if']
Brenda became famous because   _   .,['because']
"For 4 million American adults, how many of them are eating two or more servings of fruit a day?","['or', 'for']"
Americans don't eat their fruit or vegetables because   _   .,"['because', 'or']"
What is the response of many educators to external rewards for their students?,['for']
It can be inferred from the passage that major universities are trying to tighten their grading standards because they believe   _  .,['because']
Steve Chou may agree with the following except that   _  .,['except']
"If Jane wants to know how Winslow gets injured, she will be interested in   _  .",['if']
Information on bus services is available at these places EXCEPT  _  .,['except']
How much will you be charged if your family (a couple and two children) goes on a special-Sunday-ticket trip?,"['if', 'and']"
What was the main reason for death ?,['for']
What do we know about the little sister after she was born?,['after']
Miss Green wants to find a pet shop for her dog while she is on holiday. She is most likely to choose the shop's owner with   _  .,['for']
"If you want to have a fun game during your journey, you'd prefer   _  .",['if']
How many products and media mentioned in the passage are available to Tom (aged 10)?,['and']
Echo fell in love with Narcissus because  _  .,['because']
Anne had grown so mad about nature. Maybe it was because   _  .,['because']
"In her diary on Thursday 15, June, 1944, Anne expressed her strong wish for   _  .",['for']
"When the boy asked for a ride home, Paul thought the boy wanted to   _  .",['for']
"Originally created)  The last sentence ""It is more blessed to give"" in this story means following EXCEPT  _  .",['except']
What is the most important skill in the next century according to the passage?,['next']
The homeless man refused pizza because he   _  .,['because']
How do you like the homeless man after reading the passage?,['after']
Why do more and more Korean students apply for medical schools?,"['and', 'for']"
People without patience will treat the challenge as  _  .,['as']
"60. If you want to take your children and pets with you on holiday, you can choose    _   .","['if', 'and']"
61. All of the following hotels are close to the sea Except    _   .,['except']
Why did Semler change the way he and his employees worked?,['and']
Semler made a variety of changes in his company Except that  _  .,['except']
"If you want to buy tickets for listening to the music ""Memory of Childhood"", you will dial   _  .","['if', 'for']"
Michelle Obama thinks success may come from the following EXCEPT   _  .,['except']
Ammie was taken to Glasgow Royal hospital because  _  .,['because']
Bernard chose silver iodide as a method of cloud seeding because  _  .,"['because', 'as']"
"About the Obama government's new moves, the auto makers are   _   and average",['and']
The best title for the text should be   _  .,['for']
Which is the root reason for the housing problems in Helsinki?,['for']
"According to the passage, what influence did it have on a woman if her mother was still alive?","['if', 'still']"
"We can infer from the statement ""all foods can make a person fat if too much is eaten"" that  _  .",['if']
Why might an actor be frightened or nervous as he moved on to the stage in front of the audience?,"['or', 'as']"
"On June 2nd, if you don't bring a shopping bag,   _   in the market.",['if']
Supermarkets in China stop providing plastic bags because   _  .,['because']
People in both Spain and Japan bring in the new year by  _  .,['and']
"According to the text, what will you do if you are ill during Christmas holidays?",['if']
The author enjoyed listening to her parents 'love story because of,['because']
"If a woman in the U.S left to care for her newborn baby, she   _  .","['if', 'for']"
Tricia Baldwin opposes paid leave because it will   _  .,['because']
Some of the lawmakers are opposed to the proposed measure to require paid leave because they think   _  .,['because']
How many people bought ROM after trying it out?,['after']
The husband and the wife in the story   _  .,['and']
"After their day's shopping, they   _  .",['after']
Some students become super-achievers mainly because  _   .,['because']
Race walking is about as dull as watching paint dry because  _,"['because', 'as']"
The bicycling craze has been a profit for   _  .,['for']
Why did he speak for himself?,['for']
The speaker was caught because  _  .,['because']
64.Which of the following would be the best title for the passage?,['for']
"The Polar Bears like to swim year-round, for   _   .",['for']
Apple's shares dropped sharply because in December  _,['because']
How many slices of bacon equal the same number of calories as in a sausage roll?,['as']
"If you've chosen some items from all the four websites above, the earliest date for special sale is  _  .","['if', 'for']"
"If you want to buy sportswear with a school name on it, you may visit  _  .",['if']
"If you have chosen your themed gift for graduation, you'll enter code   _   for your discount.","['if', 'for']"
Zack stopped fighting with his sisters because   _   .,['because']
Bob felt that he should change his way of life mainly because he   _  .,['because']
The doctor took Edison's story for example   _  .,"['for', 'for example']"
"During the research, Walsh and his team didn't    _   .",['and']
Paracutin was once the name of  _  .,['once']
Fred came happily into the exam room because  _  .,['because']
"If staying in the Hampton Inn Boone hotel, one CAN'T   _   conveniently.",['if']
"In the first pastor's view, when we face disappointment or despair, we should   _  .",['or']
She felt frustrated on the train because  _  .,['because']
"If you visit Zone D,   _  .",['if']
The passage suggests that earlier colonists of Biosphere 2   _  .,['earlier']
"Thailand was once called ""Land of the White Elephant"" because   _  .","['once', 'because']"
"After Philip explained his new life,   _  .",['after']
"If you have a 3-day holiday in April, which of the following may interest you most?",['if']
It will not be enough to reduce air pollution in a single city because    _    .,['because']
Which proverb is suitable for the story?,['for']
"According to the passage, all of the following about ""Family Tracker"" are true EXCEPT that   _  .",['except']
What probably enables Moris Topaz to sleep so little and still keep energetic?,"['still', 'and']"
All the following contribute to the successful surgery on Gong Fangxue except   _  .,['except']
"After it was first staged,Death of a Salesman  _  .",['after']
"If you want to take Course A, you need to go   _   learn something about computers.",['if']
"With a personal swimming trainer helping you along the course, you should pay   _   for the course altogether.",['for']
"If you want to know more about the French-learning course, you can phone   _  .",['if']
"The word ""carbon"" stands for     .",['for']
A person who is described as plain and cuddly is in fact  _  .,"['as', 'and']"
A man may meet the green-eyed monster if   _  .,['if']
Harsh words are spoken during games because the players   _  .,['because']
"According to the passage, what is not helpful for you to enjoy learning English?",['for']
"Monday morning feeling, as this passage shows,   _  .",['as']
It can be learned from this passage that the heart attack has something to do with all the following EXCEPT   _  .,['except']
What happened to his plan three weeks before the trip?,['before']
What did the author finally do with his room reservation?,['finally']
How did most parents feel when waiting for the UPSR results?,['for']
Why was the author disappointed in her husband or her children?,['or']
What will the author do if she wants something from her husband now?,['if']
"There are four cards here, and each has two colors. Which card's colors do you think a color-blind person can tell correctly?",['and']
It's especially dangerous for a color-blind person to cross a street when  _,['for']
"In some people's opinions, the ancient Egyptians started to grow grain because   _  .",['because']
"Concerning the ancient Egyptians, all of the following are true EXCEPT that   _  .",['except']
"If the Campbell's monkeys hear a lion's shouting, they will call ""  _  "".",['if']
"As time goes by, glass   _  .",['as']
The author refused to say anything to the woman but just pointed to her own car at first mainly because   _  .,"['but', 'because']"
All the following are unanswered questions except  _  .,['except']
"If a child is interested in the universe, he probably will visit",['if']
The McGarity girl is characterized as   _  .,['as']
Jessica Alba called herself feminist because   _  .,['because']
Hot chocolate is popular in winter because  _  .,['because']
What's the difference between the come-back phys ed and the ordinary gym-class model?,['and']
Which of the following can serve as the proper title for the passage?,"['as', 'for']"
TV commercials are more important than other programs to television because  _  .,['because']
"From the rules set for making commercial ads, we can see that  _  .",['for']
The writer sometimes doesn't do anything because   _  .,['because']
"If a lady receives an invitation marked with ""formal"", she should wear",['if']
"After borrowing the suitcase, the author was worried about   _  .",['after']
"If you are applying for a USstudent visa for the first time, you  _  .","['if', 'for']"
The couple quit their jobs and took their children traveling because  _  .,"['because', 'and']"
The observation of weather conditions by satellites is helpful because it  _,['because']
A weather map is a summary because it  _,['because']
What does the author think is the main difference between a punctual person and an unpunctual person?,['and']
The author felt hurt mainly because   _  .,['because']
Bradley hit the front page headline for   _  .,['for']
Which is the main difference between the author's new school and the schools in China?,['and']
"According to the passage, the author wanted to know the answer to the following questions EXCEPT   _  .",['except']
"In the author's new school, if a student wants to go to WC during the lesson, what does he or she have to do?","['if', 'or']"
How would the doctor describe his life after he had worked in Afghanistan?,['after']
"If you need to decide where to invest your money, you must use your    _",['if']
"After the author handed the meals to the homeless men, she   _  .",['after']
"According to the passage,   _   may provide some money for protecting the cultural relics.",['for']
Fred and Mike agreed that  _  .,['and']
"After experiencing the American school life , Mike thought  _  .",['after']
It was because   _   that the author and her husband would run on hearing the whistle.,"['because', 'and']"
Premier Wen Jiabao asked people to remain confident because   _  .,['because']
Hitler promised to satisfy the children with whatever they want because   _  .,['because']
Hitler frowned when he saw the sad-looking boy because   _  .,['because']
"According to Aslund, Russia shouldn't be a BRIC partly because    _   .",['because']
"First John   _   some trousers, but at last he   _   a coat instead of them.","['but', 'instead']"
The shopkeeper ran after John   _,['after']
"Why did Ms. Milano give stepping stones to Drew, Michi , and Emilio?",['and']
"According to the passage, all of the following statements are true EXCEPT  _  .",['except']
The author asked for room service because   _  .,"['because', 'for']"
The benefits from anti aging creams are the following except that   _  .,['except']
The Lego bricks remained popular in the past 53 years because they  _  .,['because']
Why would my mother come and take me away?,['and']
My mother had to go back to work partly because   _  .,['because']
"If you like children and you could offer a happy family to a homeless child, you may contact   _  .","['if', 'and']"
Some men are not willing to help women because   _  .,['because']
"According to the passage, Alice Munro was awarded the 2013 Noble Prize in Literature mainly for   _  .",['for']
Alice Munro is best known for her work   _  .,['for']
"If you want to choose certain seats of the coach, you should  _  .",['if']
What should you do if you need a special diet?,['if']
It may be necessary to pay extra for  _  .,['for']
What is the main topic for the text?,['for']
"According to the passage, the storage bags can do the following EXCEPT  _  .",['except']
The first kind of physical activity must be strictly controlled because   _  .,['because']
What must a dancer do before she can balance herself?,['before']
"She succeeded him as the queen of the country"" In this sentence, ""succeeded"" means   _   .",['as']
According to the passage. Treetops is famous in the world because    _   .,['because']
"On Chinese New Year's Day,Miang's aunt may cook all of the following EXCEPT  _  .",['except']
We can infer that Father Frost and Snegoorochka most probably are  _  .,['and']
The author was angry because  _,['because']
"If your couple and your child(age 11)take a tour during Summer special SeaWorld San Diego,   _  .","['if', 'and']"
Stefania stayed in the cave for a long time because  _  .,"['because', 'for']"
What is a cause for the change of Stefania's body clock?,['for']
Oxford Street becomes special in December for   _  .,['for']
"Seeing the look of the old woman and the treatment she received, the author  _  .",['and']
"By saying ""Your hair is beautiful and fits you well."" the author wanted to   _  .",['and']
What might Facebook do if it is turned on ?,['if']
What is the best title for the text ?,['for']
The article can be classified as   _  .,['as']
The writer had to pay the bill because   _  .,['because']
_   has always been thought as the unhappiest day of a week.,['as']
People don't like Wednesday because   _  .,['because']
Girls and boys can   _   at the age of sixteen.,['and']
The author was held at the airport because   _  .,['because']
She was not allowed to call her friends because   _  .,['because']
Her experiences indicate that there still exists   _   in the US.,['still']
Why did the US refuse to participate in the tests with an added electronic reading component?       It is because    _   .,['because']
Dr. Sinar took a gap year because he   _  .,['because']
"If you want to buy tickets for listening to the music ""Memory of Childhood"", you will dial  _  .","['if', 'for']"
The olive is considered a good choice as a metaphor for peace for the following reasons EXCEPT  _  .,"['as', 'except', 'for']"
After the woman visited the United States she might feel that   _  .,['after']
"What do the sayings ""get your act together"" and ""cut to the chase"" have in common?",['and']
"After her mother called her, Mary  _  .",['after']
"By talking of ""a good Instagram filter for our meal"" (Line 3-4, Para.4), the author wants to show   _  .",['for']
"If you want to get into touch with a stranger in the world, how many e-mails might it take for the message to reach him/her?","['if', 'for']"
The flow of labour is a growing problem because  _  .,['because']
"For the labour-importing countries,the flow of labour may lead to  _  .",['for']
The author of the passage was alone in the sea NOT because   _  .,['because']
He was not saved by his crew because   _  .,['because']
"Tony Hawk, Sally Ayote, and Caroline Baron are good examples that show us   _  .",['and']
Young people in America are spending more years at school because   _  .,['because']
"According to the passage, what's probably the worst result for an early adopter?",['for']
Why is the happiness course compared with maths and languages?,['and']
"On August 25, in N. Ireland and northwest England, there will be   _  .",['and']
What was the weather like in the south and west of the USA on Thursday?,['and']
It can be inferred from the passage that the writer's opinion about the relationship between cancer and environment is   _  .,['and']
"According to the article, people who queue up for Black Friday   _  .",['for']
"According to the report's findings,   _   is to blame for the drop in rank of education.",['for']
McCulloch and his group used_in their research.,['and']
"If you think happiness lies in imagination, you will try to get it by  _  .",['if']
The writer doesn't approve of the idea that happiness consists in the satisfaction of desires because   _  .,['because']
What can serve as the best title of this passage?,['as']
Why wouldn't the author trade a dance with her son even if she was given the world ?,['if']
The author didn't finish the reading in class because  _  .,['because']
"According to the passage, gallows humor has the following functions EXCEPT  _  .",['except']
"As for people we care about, what does the author advise us to do ?","['as', 'for']"
The government doesn't give official advice on the amount of vitamin D because  _  .,['because']
Mrs.Cobell crossed the Channel for the main purpose of  _  .,['for']
Michelle mentioned Obama as an example of   _  .,['as']
"According to the passage, the following problems should be solved before Shenzhou-VI is sent into space EXCEPT   _  .","['before', 'except']"
Why is it difficult for the students to deal with personal contacts between different sexes?,['for']
You need a Polar Opposite as a friend because he will   _  .,"['because', 'as']"
"A year ago, I did not pay attention to English idioms because  _  .",['because']
Many Americans were denied the right to vote simply because   _  .,['because']
Teenagers may do all the following activities in the event EXCEPT   _  .,['except']
"If a teen wants to participate in TEENGIVING, he can   _  .",['if']
The amount of CO2in the atmosphere is increasing every year because  _  .,['because']
What happened in the church basement after the play'?,['after']
Traditional businessmen feel upset because   _  .,['because']
What did Edwards see first after being struck down by a lightning?,['after']
How did Edwards get his sight and hearing once more according to the doctor?,"['once', 'and']"
"In Book 5, King Herbert and Queen Gertrude are  _  .",['and']
"If you are interested in native Americans, you may read the book by   _  .",['if']
Which of the following about cats and dogs are true?,['and']
The woman wanted to invite the three men to her house because   _  .,['because']
All the following can be used to describe the woman except   _  .,['except']
Farmers who grow grapes with natural and organic methods   _  .,['and']
Life learners recognize that learning will not be difficult if they are   _  .,['if']
As a whole the passage advises the readers to  _  .,['as']
Which of the following serves as the best title for the story?,"['as', 'for']"
"If you complete the shortest journey between Papa Westray and Westray,  _","['if', 'and']"
"If you travel to Colonsay from Oban during term time, you'd better leave on  _  .",['if']
None of the dyers would hire the traveler because he   _  .,['because']
This story could be taken as a warning against   _  .,['as']
"If a person tries to keep his head out of water,we can say that  _  .",['if']
Who will be least likely to feel worse after crying?,['after']
"According to the article, more and more_in Europe were giving up smoking.",['and']
"What do the cities Florence,Paris,Amsterdam and Madrid have in common?",['and']
"If you are interested in looking for truffles in the south of France,you should go there in  _  .","['if', 'for']"
What advice would the writer probably give you if you go to visit Amsterdam?,['if']
The little fairy would have had no chance to save her country if   _  .,['if']
If a child's musical ability is not recognized  _  .,['if']
"According to school directors,what is a possible disadvantage for pupils?",['for']
The following have made contributions to the popularity of online shopping EXCEPT  _  .,['except']
Her father didn't take care of the garden because   _  .,['because']
For how long had the boy kept himself from turning on the TV?,['for']
Why did critics think engineered trees dangerous? Because   _  .,['because']
"If you want to take the oil painting course, you should   _  .",['if']
"By giving the example if dinosaurs,the author tries to prove  _  .",['if']
Jeanine McDonald received medical help about  _   after she suddenly became unconscious.,['after']
"If a sixth-grader wants to take part in a camp about musicals, how much will he spend?",['if']
Why did the writer apply for a job?,['for']
Koalas do not get poisoned when eating eucalyptus simply because of their  _  .,['because']
What would be the best tide for the text?,['for']
We should be grateful to Adam Smith because   _  .,['because']
How did the write feel when she was walking home after work?,['after']
Which of the following was NOT related to heavy snow and low temperatures?,['and']
What great change happened to Adel after a period of running?,['after']
Which of the following is the reason for Soapy's not turning to charity?,['for']
The author ran after a woman through town because he wanted_.,"['because', 'after']"
Indians didn't need to learn each other's language because  _  .,['because']
"According to Ruskin, what should travelers do to best express their appreciation of and desire for something beautiful?","['and', 'for']"
What is implied but NOT stated by the author is that   _  .,['but']
"Charles II decided to keep six ravens in the Tower probably because   _  ,.         ;",['because']
We can learn from the text that the Web is not only   _   but also   _  .,['but']
"Seeing a baby, the old people get excited because   _  .",['because']
The admission for a young couple with a 10 -year son and a 4- year daughter is   _  .,"['and', 'for']"
"You may have the chance to visit Buckingham Palace, if you go to England   _  .",['if']
"When asking for information about Buckingham Palace, you may have   _  ways.",['for']
"What is the most important thing to have in preparation for a contest, according to the passage?",['for']
"According to the passage, if you want to be admitted to a famous university, you should   _  .",['if']
What could the girl in the ticket office do for the passengers without asking the computer?,['for']
"If you see a citizen in Milan isn't smiling, he is probably    _  .",['if']
Where will you be fined if you break the laws mentioned in the text?,['if']
What's the purpose of banning flushing the toilet in Switzerland after 10 pm?,['after']
The author will always remember what happened when he was ten because he    _    .,['because']
"According to Butler, tropical rainforests are good for the climate  _  .",['for']
Anna started to get angry because  _,['because']
"After the experience in Alaska, Jack London   _  .",['after']
What's the difference between motion sickness and digital sickness?,['and']
"According to the article, when will tigers attack and kill people?",['and']
What contributes to the facts that livestock and human beings become easy target of tigers?,['and']
All the following are the causes of the head and neck cancer EXCEPT   _  .,"['except', 'and']"
Tracy Caulkins was sent to a private school because   _  .,['because']
What will happen after a deep earthquake according to the scientists?,['after']
"According to the passage, what percentage of people in the United States keep both a cat and a dog?",['and']
"67. According to the passage, men's 110-meter hurdles Olympic champion and world record holder Liu Xiang is most likely to love the color    _   .",['and']
"After seeing the beautiful lady, the woman concluded   _  .",['after']
The GPS bullets could help save lives mainly because  _  .,['because']
In the EB family Echo and Eudora are   _  .,['and']
Now people can enjoy life in the countryside and still be able to do good business and successful careers   _  .,"['still', 'and']"
37. How do the older generation and the younger one think about money respectively?,['and']
"If you go to visit the Long March exhibit with an Australian, how much will you pay altogether for the admission?","['if', 'for']"
People in London do not make eye contact on the subway because   _,['because']
The original price would be misleading because   _  .,['because']
